granuleId,packageId,text_src,n_cues,first_cue,n_members
CREC-2015-01-06-pt1-PgH-FrontMatter,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH2-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH1,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH2-3,CREC-2015-01-06,parsed_text,6,Mr. BECERRA.,8
CREC-2015-01-06-pt1-PgH6,CREC-2015-01-06,parsed_text,1,The SPEAKER.,1
CREC-2015-01-06-pt1-PgH6-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH6-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH6-6,CREC-2015-01-06,parsed_text,7,Mr. BECERRA.,2
CREC-2015-01-06-pt1-PgH6-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH6-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH7-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH6-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH28,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH7-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH28-3,CREC-2015-01-06,parsed_text,1,The SPEAKER pro tempore.,1
CREC-2015-01-06-pt1-PgH28-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH7-4,CREC-2015-01-06,parsed_text,62,The SPEAKER pro tempore.,24
CREC-2015-01-06-pt1-PgH28-4,CREC-2015-01-06,parsed_text,1,The SPEAKER pro tempore.,1
CREC-2015-01-06-pt1-PgH28-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH32,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH29,CREC-2015-01-06,parsed_text,28,The SPEAKER pro tempore.,8
CREC-2015-01-06-pt1-PgH32-2,CREC-2015-01-06,parsed_text,1,The SPEAKER pro tempore.,1
CREC-2015-01-06-pt1-PgH32-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH32-4,CREC-2015-01-06,parsed_text,1,The SPEAKER pro tempore.,1
CREC-2015-01-06-pt1-PgH33,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH33-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-6,CREC-2015-01-06,parsed_text,1,The SPEAKER pro tempore.,1
CREC-2015-01-06-pt1-PgH43-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH35-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH43-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH43,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH43-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH43-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH43-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-19,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-18,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-24,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-25,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-27,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-28,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-29,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-30,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-31,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH44-32,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-18,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-19,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-25,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-24,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-29,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-27,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-28,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-32,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-31,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH45-30,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-19,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-18,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-25,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-24,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-27,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-28,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH46-29,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-18,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-24,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-25,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-27,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH47-19,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-18,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-19,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-24,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-25,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-27,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-29,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH48-28,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-15,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-14,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-16,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgH49-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS-FrontMatter-17,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS1,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS1-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS1-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS1-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS5-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS5-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS6-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS6-3,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS6-4,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS6-5,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS6-6,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS6-7,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS6-8,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7-2,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS7-4,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7-5,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7-6,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS7-7,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS8,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS8-2,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS8-4,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS8-3,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS8-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS9-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS9-3,CREC-2015-01-06,parsed_text,1,Mr. DURBIN.,2
CREC-2015-01-06-pt1-PgS9-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS10-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS10-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS10-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS10-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS12-2,CREC-2015-01-06,parsed_text,8,Mr. LEAHY.,4
CREC-2015-01-06-pt1-PgS12-3,CREC-2015-01-06,parsed_text,1,Mr. LEAHY.,1
CREC-2015-01-06-pt1-PgS14,CREC-2015-01-06,parsed_text,1,Mrs. FEINSTEIN.,1
CREC-2015-01-06-pt1-PgS13,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS15,CREC-2015-01-06,parsed_text,1,Mrs. FEINSTEIN.,1
CREC-2015-01-06-pt1-PgS16,CREC-2015-01-06,parsed_text,1,Mrs. FEINSTEIN.,1
CREC-2015-01-06-pt1-PgS17,CREC-2015-01-06,parsed_text,1,Ms. COLLINS.,1
CREC-2015-01-06-pt1-PgS18,CREC-2015-01-06,parsed_text,1,Mrs. FEINSTEIN.,1
CREC-2015-01-06-pt1-PgS19-2,CREC-2015-01-06,parsed_text,1,Mr. REED.,1
CREC-2015-01-06-pt1-PgS19,CREC-2015-01-06,parsed_text,1,Mrs. FEINSTEIN.,1
CREC-2015-01-06-pt1-PgS20,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-10,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS20-12,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-7,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS22,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS21-6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS22-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS22-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS23,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS23-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS23-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgS23-4,CREC-2015-01-06,parsed_text,3,The PRESIDING OFFICER.,2
CREC-2015-01-06-pt1-PgS23-5,CREC-2015-01-06,parsed_text,8,The PRESIDING OFFICER.,2
CREC-2015-01-06-pt1-PgS26,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE1-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE1-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE1-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE2-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE4-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE5,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE4-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE5-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE5-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE8,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE6,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE8-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE8-3,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE8-4,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE9,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE11,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE9-2,CREC-2015-01-06,parsed_text,0,,1
CREC-2015-01-06-pt1-PgE10,CREC-2015-01-06,parsed_text,0,,1
